A2A5SEL1WZ5L7G,0029037018,5.0
A2P227KVGLOROF,0988483734,5.0
A2TUFW092I2ARV,0758272812,4.557413615262004
A1B381ONVDRX8R,0316080683,3.014575028023625
A1S3C5OFU508P3,0201103540,3.1911252828788434
A3VWTDUP0GJCKJ,0985690402,5.0
AOZT809AWR4F5,B001E52JMW,4.440716882744785
A1GO3XOSMHKQZ8,0740745328,5.0
A3W03GYIJ7MXEL,1449939171,2.5000813864185782
A398GT2K3ZGIZI,1940858089,2.2882404976451847
A3DKT9O5Q1TU7Z,0762410078,5.0
A1YFKQHIBAYWBD,0061997102,2.7053774867983247
A288OCCGAP4EF9,0380708922,5.0
A1F5QUJJ3WOOGD,1598802860,3.516906787112174
A3GJ9R0LQKT5K9,1492248258,4.923137166311466
A1CJSG6XC0QB56,0385320086,5.0
A3N5IGD1J12P51,0757302661,4.031020927199424
A27G3XOXB02R1C,1931882711,5.0
A2F7429CLFVV3T,0976092557,5.0
A20LF0JNVBJRRD,0984660739,3.529719307017838
A2OU0WDH1QHJBL,0307345807,3.426273679886402
AJOKJVKNSZIHU,0618433392,5.0
A17YP264JGHW1W,0953501264,5.0
AUGT4C86FXMSW,1455578533,4.2106820607079625
A1AN62JI7DUTBV,0380774933,3.153751548490761
A3906K9VVHQKAC,0735625727,4.148305393452003
A1U63B9IATOZZV,0618306684,5.0
A3KZCDMQBZIYW7,0764228447,4.28211246064125
A1G2JXUZGPYIT0,B00CEHHWW6,2.3639581397755016
A1UAIMYNUF04ZY,0316206989,3.224203349439211
A9M6I1B30FEJ4,0345458281,4.515733366810688
AZS47GK1YSK2,1439192316,3.9992736652221517
A31SC9035CV8LX,1492776254,5.0
A4ANM45QHMQV9,B0060PEOR4,5.0
A3JVHWHQ17TZ9O,0988624524,4.4962816761675635
AK61UGW6YN0N3,1451657811,5.0
A1GL6Q9RJHCK9P,0345434471,4.8406522764748185
A1RZMSWK06UE9F,0451216768,2.650059749465253
A1YK6K0RODFUEG,0061231401,4.828262970474329
A2SKYPCF3RH7E4,1563993104,2.74499711361284
A607LDPZR6PPR,140193403X,5.0
A1SMP0V8WO8Y0S,0531224279,4.729870316473229
A3UC6HVICTVDIV,067187120X,3.306499769188651
A6HOWM08PLFZ5,0805447504,3.004467011853021
A1TWM78I835NGZ,0739450808,4.9385009663221595
A3IWOIV65D03J1,1440554129,2.2484698165117445
A1O10CZ0Q8H5DR,0060600373,3.7136948953309483
A3CNXPUMKYBEC,0977936074,4.235434971713846
A19GP20DYUOKVW,B005FSSX7Y,4.128368603457
A2OMEFMO4222DM,149473592X,2.9502048006555572
A3L7NCUBBN4UY5,023076889X,2.5006766490227537
A2J7RTVA90UYJQ,0979518202,5.0
A3DOT709DN74UF,B00I8WNXNS,5.0
A1RLDUKXWMNI60,B005RE8DYO,3.2571486248153594
A3FUQDAAKV6M07,B003TO5E2I,3.922125650501193
A3N6UM9I1YD2C6,0758203284,2.1811964449507846
A1J4T5TTBPNJN0,B00ADWZ5EG,3.825233802336246
A2QRYBORJ3IO6B,0984359400,3.3672548740395194
A1TM6K69EW7AT9,0340693258,5.0
A2MOKI6LHFB5V0,0984755195,4.112280922360428
ALCVJDV18ONLD,1560279273,4.074728309172684
A126YLPKFPNQDS,1599986337,4.384325189100522
AN67Q5MJRENHL,0910155682,5.0
A1U34OY2EIBD4B,0735713170,3.85986342463155
A22K80YII9K0ES,1893693104,4.928771203907347
A2KIZ8IGTCR2UJ,B00KAQZ12G,3.2870773016469697
A2V4EP8TXVNE6K,0062505890,4.774161004546096
AG8OO88PF4MVE,1589269241,3.542803866651726
A2BWR1PKENS1LQ,1594745196,5.0
A3V949DHSTP32I,1478323035,5.0
A85I6FU1BXK6O,0672326663,2.3693312911308024
A30VUMM1U58VPK,B002RKSZJO,3.56561790588235
A3V4U3C22WSAIM,0345510992,2.779388602345871
A3GQ8N79XS0JQO,B00428LBL8,3.835527174790463
A3A73NY9UVUGVU,0393038912,3.6697062993819887
A30HQ9RY5MLR2D,1433803186,2.2269606325764526
A17VSVUFIHWCVX,158008284X,3.7950807122112193
A10WR0ZWDHWYI4,1470077892,2.3223215040958074
A2MQBZKXKDN02R,0967377315,3.5860389126572416
A22LX6529JJ166,0131875159,2.535609027723273
A158UFRTHCK16M,080652023X,3.4616765998628307
A3FLCGPYRES1Z1,0615787010,3.6200324729097275
A2NOZB6VZCTOI4,0740741365,4.1379698002138285
A1GLWGMAU1EP5T,0399523863,2.6610184298997455
A3MZGTI5TX0HIC,0595346677,4.0615165137722835
A1A3ATZCVOKP11,1557882452,4.881058497478077
A2X0CHS8E37LAS,1928832598,5.0
AMJMCVVL2WCGG,B00E4CNMW8,4.701005134553219
A2J5FQP96LZZBZ,1461015510,2.2937380125084763
AZTNHGQUGTPPX,0843941502,5.0
A1TS0EVLZMCYON,0712614176,2.833347623528468
A1I6ZCHKMNQI1V,0446572470,3.963564381119852
ALFNMQ0X9K0HG,0440223814,2.5604364677454194
A3QP80KWW2RB7X,B00K0X62H2,5.0
ASEVE4O8HXCBA,0385336810,5.0
AILA23L5DA9UP,0439064864,4.571289113776726
A3L95TP0RVW9LM,0345543262,3.7851160336612217
A3DEIKDZWYYG63,149738737X,4.282311002524006
AHIRWFYR4EL0C,0380809060,2.666943811743435
A1D1XJ5TJPBEAP,B00G3BWN8C,3.4928223378469125
A38RROCIEZNXDT,1477848827,2.814381978047094
AAXASHR79DHJ1,B00AZSB934,4.412663060717726
A23ZCRYQMEYXZJ,0618043713,2.419025534296967
A23TDEIMS7HEWZ,0345518519,4.214631383771337
A7W5FF8RWWOMD,067232251X,5.0
ALCMC7HZQC1MK,1612184758,2.7447899487396503
A180YI22ZE25S8,1565484290,5.0
A3ONUECR17Y20W,0399159312,2.929365596012152
A3B4ISZDVT0F9X,1596351012,3.7181337011500797
A1S5PXMXQ13UFA,047177457X,4.419082831482031
A16BRUVMERS302,B00AVKVNMS,3.231098323642468
A3IT3XAOJKN59B,1484862201,3.7210583529151893
AOGRUTGTRTF97,1936305941,3.0571269287844256
A2EMW9QTKAHWOY,0385500947,4.555634464432363
A3Q3MT7X8CIEYM,B00F4IEGP8,5.0
A5H6WYKWE6T4D,1582343047,2.4940092305367574
A28ZYUZ75FMJRL,1846432766,4.841439731172036
AEWOLIYS2Y8VV,1480018341,4.2829472513018025
A1TBY67Z34UEJK,1574865277,5.0
ANPXOJDHC4O4,1595720456,4.210543180447665
A1S3C5OFU508P3,0201725835,4.145098067397791
ABUST0XMUW4CF,0439023483,2.9279074038580917
A3I8V8TJ1OI6C6,1401911765,5.0
A4QKYBSC2EF5J,1608320936,4.02390695559921
A3N6R50RSS5MWF,0545556287,4.701843110172713
A15GKMT7WW60I5,B0013JY19S,3.2021164451786905
A1YGZ5ETWCEQNK,B00K1L17T6,2.8648574111607683
A3AQZVRKOLMON3,0811707628,3.9458439166556016
A2U8O2H5J5PGCJ,B0050JC7YS,3.740269381533418
A3UXSV7DL03K0K,1484800664,4.408017996793151
A16RF9G4R6HDWP,0141348550,2.6516738465625114
A6UGKDSMD21TU,0373878249,3.6494373614726667
A2HOFULXES0ERQ,0060277270,2.9643116134870025
A36TCNCNIN70GM,1456618946,5.0
AQLGD9KAGPI30,0820304972,4.712059377842155
AC21JB9VPC8CQ,031612091X,3.3721446090552183
A6YM5TS4L7ZHL,0061336467,4.660431410486374
A3PQ4STWD0MAYO,0471135623,2.1812999183530994
A1BTHT6MD3YGCX,0007195524,5.0
A3HMXJWJ1NQ7NY,B00CJGUHR4,3.550432658401585
A2Y0WIZJZW8B2U,0671793489,5.0
AUUFW7PTUHLT,B0088CZG10,5.0
A2BLPPYVPTA2I4,076075859X,5.0
A2HOBYM52B2TP4,B0063LIEZI,3.998479369470196
A125NHYWJP8S4F,1432766635,5.0
AZBSHHHYEX22,0764179616,5.0
A1H52DLI5DLQG9,038534211X,3.1861800680331056
A1JJGZ66SABAW5,188032587X,5.0
AWGQ7ODDH8Y03,1478343508,4.0216699371456945
A2Y7NK62OP82CJ,0941599930,4.384866809515316
A10QRH3MUJ2MGS,0515132020,3.4376536451786324
A1ZVH3SOEDLQXC,0739474812,2.7938565128856427
A34FMEWJZOOALY,B009KE1V32,3.761060179408203
AAA4O6YCNM1D6,1580625827,4.061425932017783
A1ETK4I83GOPTC,0886775566,5.0
A1HKKBLB7YXW3F,1596915773,5.0
A2FPI8ZHLS5RQV,B004SRCPC2,4.61567220365991
A2CGI146JDN4OP,0842321942,5.0
AVY27SDG80EOC,1592332919,5.0
A285J5F7PAT45B,187990778X,4.821531688175985
A2M4RH94Z44ZSF,0761152121,4.39541746675888
A1NWVS18WO62TL,0439556023,5.0
A8NA0H2PK1YGO,B008AG4HHI,5.0
AY7IXYOJQXZ3W,B000NJL7Y6,5.0
A2JQ442J8K528A,B00B3L1IN8,4.3882342534494425
AESXO0Q7MIZW9,1591862353,4.604869828710867
A1OIC1180POPI0,B001ODO65W,4.349505684719977
A3I2DX3UBVUJZ5,0786888598,5.0
A1CRKNSULV585A,1434807606,5.0
AKYT811Q9HRMI,B009C04FCI,2.9852167329642203
A3PHEVLBV2SIJE,1426714599,4.417632214061106
A1K4KBL1YWVVYO,1401927211,5.0
AJSHP8E7HKS5S,B00ASSUKQ8,5.0
APMRXU2LHVUIW,0441008380,3.5813650105124797
A2GPVRKM80IG3E,0316346624,3.562282213680851
ANRZR6RZ6XSKI,1484858786,2.8156542264852202
A34LZFUP682LMV,1572244879,4.657565207675244
A1E06XE4MQHFBR,031253647X,2.492470493676877
A1YX3QCH438L6M,0345369793,3.2434531968454294
A3E3DH4CCQAVUQ,B00558WL22,5.0
A38TP7NLZHCGCS,1477848940,4.8893910432682075
A27L57OU55SRXO,0982493800,2.4266615638032403
A35S2ZSQNDV08,1489529128,4.855816104267381
A7Z5TAPYVBVBB,B005BT583Y,3.453230768625015
ADAK2ERVCQY0C,0718013409,5.0
A15IABLX4C5M6B,007178182X,5.0
